1372,2,2,10,3.8074667544799388,1545,11,1.8042727086281731,1
1461,2,2,10,3.8074667544799388,1557,11,1.8042727086281731,1
1371,2,2,10,3.6124962945838073,1566,11,1.8042727086281731,1
1261,6,2,10,3.7875718095925786,1566,11,1.8042727086281731,1
1305,6,2,10,3.711971019020609,1464,11,0.9431945538974952,1
1337,6,2,10,3.7756348426601622,1520,11,0.9431945538974952,1
1300,2,2,10,3.8353196773222433,1563,11,1.8042727086281731,1
1354,6,2,10,3.6761601182233603,1532,11,0.8884502877862838,1
1222,6,2,10,3.7716558536826903,1476,11,0.9431945538974952,1
1085,6,2,10,3.7756348426601622,1581,11,0.8884502877862838,1
1214,6,2,10,3.6960550631107205,1524,11,1.8042727086281731,1
642,6,2,10,0.28606150941715336,1311,11,0.9431945538974952,1
814,4,2,10,1.1892920073033142,1681,11,0.9431945538974952,1
550,4,2,10,0.5486747819303103,1220,11,0.8884502877862838,1
606,6,2,10,0.2542295975973768,1239,11,0.9431945538974952,1
721,6,2,10,0.9505526686549897,1445,11,0.9431945538974952,1
595,6,2,10,0.6043806276149193,1415,11,0.8884502877862838,1
661,4,2,10,0.43726309056109214,1150,11,0.8884502877862838,1
587,6,2,10,0.5964226496599752,1531,11,0.9431945538974952,1
835,6,2,10,0.9067837899027968,1603,11,0.8884502877862838,1
